0.75;1;1
0.75;1.12;1.14
0.75;1.26;1.27
0.75;1.41;1.38
0.75;1.56;1.46
0.75;2;1.62
0.75;2.52;1.72
0.75;3;1.77
0.75;4;1.82
1.0;1;1
1.0;1.12;1.18
1.0;1.26;1.32
1.0;1.41;1.44
1.0;1.56;1.55
1.0;2;1.7
1.0;2.52;1.8
1.0;3;1.84
1.0;4;1.88
1.5;1;1
1.5;1.12;1.2
1.5;1.26;1.38
1.5;1.41;1.51
1.5;1.56;1.63
1.5;2;1.68
1.5;2.52;1.87
1.5;3;1.91
1.5;4;1.95
