2.4;25;950
2.4;30;1970
2.4;35;3560
2.4;40;5860
2.4;45;8710
2.4;50;12400
2.8;25;725
2.8;30;1430
2.8;35;2460
2.8;40;3950
2.8;45;5850
2.8;50;8050
3.2;25;535
3.2;30;1040
3.2;35;1750
3.2;40;2740
3.2;45;3950
3.2;50;5280
3.6;25;410
3.6;30;775
3.6;35;1280
3.6;40;1900
3.6;45;2740
3.6;50;3560
4;25;320
4.0;30;425
4.0;35;725
4.0;40;1020
4.0;45;1390
4.0;50;1750
4.4;25;250
4.4;30;425
4.4;35;725
4.4;40;1020
4.4;45;1390
4.4;50;1750
4.8;25;195
4.8;30;345
4.8;35;535
4.8;40;750
4.8;45;1010
4.8;50;1280
